groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1	log2fold_fio1_Col_0	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1.1	fio1.5	log2fold_fio1.1_Col_0	log2fold_fio1.5_Col_0	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Sun_fio1.1_2.bam	countData.Sun_fio1.5_1.bam	countData.Sun_fio1.5_2.bam	transcripts_y
AT2G35390	E011	301.125562773306	0.0008223910322336	362.023141605398	1.0210666146639999e-80	1.11974540963832e-76	16.0589848501828	30.7869600137317	1.93047601922939	2	14897108	14897215	108	-	55	81	80	585	627	508	AT2G35390.1	AT2G35390:E011	AT2G35390	E011	256.875341042067	0.0051214078623923	109.200498712671	1.93826428767806e-24	2.1703749731061403e-21	14.9989369671808	25.2415932622067	28.5538858080704	1.52576076126879	1.89182627435392	2	14897108	14897215	108	-	69	66	279	373	349	460	AT2G35390.1
AT2G35390	E012	286.88943385092	0.0025555472117068	180.094659548826	4.62117406058272e-41	1.39115461474758e-37	16.9792388622889	29.671889540267	1.65579997113076	2	14897216	14897437	222	-	73	84	84	527	601	465	"c(""AT2G35390.4"", ""AT2G35390.1"")"	AT2G35390:E012	AT2G35390	E012	419.110427119455	0.0023467749165715	221.642808784149	7.42806329532112e-49	3.4530590238849403e-45	18.6560703806842	32.839114773838	35.3410711160114	1.67375172697257	1.89543651690517	2	14897216	14897437	222	-	101	109	516	607	542	719	"c(""AT2G35390.4"", ""AT2G35390.1"")"
AT2G35840+AT2G35850	E004	159.326639265637	0.0031616336629045	25.0793395580995	5.50192011394692e-07	0.0001108543038181	17.2676431825255	21.7352037256746	0.677239165872432	2	15053720	15053932	213	+	68	99	131	254	255	196	AT2G35840.4	AT2G35840+AT2G35850:E004	AT2G35840+AT2G35850	E004	50.2692891949456	0.0032423717734576	17.1032866087386	0.0001932273072366	0.0054071923192152	10.0921748979994	9.77826023576898	13.0663234617684	-0.0915370988267776	0.749231486973007	2	15053720	15053932	213	+	35	41	40	44	74	76	AT2G35840.4
AT2G35840+AT2G35850	E006	3435.54081312378	0.0001026095274122	13.8024320697499	0.0002030731840402	0.0166016112596941	78.2872878574312	80.0819054983129	0.0858736355426526	2	15054084	15054383	300	+	2029	3031	3188	4387	4543	4031	"c(""AT2G35840.4"", ""AT2G35840.2"", ""AT2G35840.1"", ""AT2G35840.3"")"	AT2G35840+AT2G35850:E006	AT2G35840+AT2G35850	E006	856.279239881594	0.0005121538557331	12.3490880555281	0.00208175492352	0.0328485595348195	43.3618647638161	42.7425816039482	45.7163337401521	-0.0445596708925731	0.164566192733021	2	15054084	15054383	300	+	735	771	859	861	843	1147	"c(""AT2G35840.4"", ""AT2G35840.2"", ""AT2G35840.1"", ""AT2G35840.3"")"
AT2G35840+AT2G35850	E014	60.3015392820939	0.0033163793370325	22.7429893863236	1.85178466620041e-06	0.0003264115956392	14.254794181607	10.6242655668096	-0.855086491416417	2	15056735	15056752	18	+	45	68	89	57	57	51	AT2G35840.3	AT2G35840+AT2G35850:E014	AT2G35840+AT2G35850	E014	38.9234234605187	0.0066948849759705	18.5954780604159	9.16311727596413e-05	0.003011950222491	9.11375706075987	11.5803963203312	7.6183021168718	0.694098104874637	-0.518606448528619	2	15056735	15056752	18	+	23	39	57	61	19	32	AT2G35840.3
AT2G35840+AT2G35850	E015	124.476955136558	0.0042375594201473	63.4990524176629	1.60443982809776e-15	1.0709984643819499e-12	21.3154021538186	14.1111732702946	-1.20963024696621	2	15056753	15056995	243	+	108	155	195	111	107	75	"c(""AT2G35840.3"", ""AT2G35850.1"")"	AT2G35840+AT2G35850:E015	AT2G35840+AT2G35850	E015	123.909728912881	0.0068535830796118	45.216129481507	1.51859594745421e-10	3.07130857775012e-08	17.7012085478147	20.1197680390905	12.3023410107006	0.374833282682919	-1.05922807466587	2	15056753	15056995	243	+	106	130	194	166	48	86	"c(""AT2G35840.3"", ""AT2G35850.1"")"
AT2G35840+AT2G35850	E016	49.4351515626758	0.0253242356211478	22.3909113080477	2.22424087752397e-06	0.0003815505049455	13.9602397294797	8.3749949176447	-1.48388452964527	2	15056996	15057426	431	+	47	61	86	50	33	20	AT2G35840.3	AT2G35840+AT2G35850:E016	AT2G35840+AT2G35850	E016	51.653352360312	0.0353117603421238	18.1937472750661	0.0001120154625705	0.0035364980553803	12.5432699683939	12.6526391465995	7.02485768873336	0.0252096523152163	-1.67901678820314	2	15056996	15057426	431	+	71	46	71	70	12	32	AT2G35840.3
AT2G36200	E003	115.346311265563	0.0018618366636355	11.7258230666845	0.000616387816293	0.0374491576713411	15.5069513982778	18.0330274112185	0.441933899481479	2	15180530	15180639	110	-	65	88	93	160	145	161	"c(""AT2G36200.2"", ""AT2G36200.1"")"	AT2G36200:E003	AT2G36200	E003	97.6666304824855	0.0015572686309209	11.2303629914054	0.003642148603821	0.0486364235583452	13.5001264676116	16.5970276166612	15.331297679289	0.601311843573101	0.370077456093886	2	15180530	15180639	110	-	52	75	116	119	111	120	"c(""AT2G36200.2"", ""AT2G36200.1"")"
AT2G36680	E007	66.5238623287103	0.006814685494987	66.7234952157218	3.12389517772877e-16	2.24117582540513e-13	9.19523917967993	16.3156390172332	1.6685035704172	2	15369367	15369448	82	-	15	44	43	105	123	95	"c(""AT2G36680.4"", ""AT2G36680.3"")"	AT2G36680:E007	AT2G36680	E007	191.810231983516	0.0011688180155579	128.341254200711	1.35223057061726e-28	2.25478568387077e-25	14.3909031144885	23.1666840194503	23.3494455767388	1.39289010522053	1.41605559361695	2	15369367	15369448	82	-	67	66	243	233	274	298	"c(""AT2G36680.4"", ""AT2G36680.3"")"
AT2G38040	E013	346.726754345046	0.0031650433204623	26.4733283727702	2.67202010127401e-07	5.88572806525966e-05	26.2561827436482	31.8345137345154	0.580508810394525	2	15920848	15920855	8	+	257	289	314	482	403	371	AT2G38040.2	AT2G38040:E013	AT2G38040	E013	350.945199924962	0.0012502765049358	30.7839031100846	2.06709470222167e-07	1.91257376290119e-05	25.8364197569786	32.0344352410786	28.1196371868145	0.641143057763907	0.251462741240607	2	15920848	15920855	8	+	285	265	388	425	333	428	AT2G38040.2
AT2G38170	E003	840.106223742852	0.0003315076109204	195.904781101183	1.63510473401405e-44	5.57861399584836e-41	39.2488215452412	48.7076294472463	0.685538006407524	2	15989509	15990228	720	-	478	719	811	1096	1103	991	AT2G38170.3	AT2G38170:E003	AT2G38170	E003	372.118574658734	0.0005048087113894	350.108486514861	9.438611694780359e-77	8.51729215087927e-73	21.200061918814	32.2328519619159	36.3078282566637	1.24298960768546	1.6025699748741	2	15989509	15990228	720	-	251	251	422	430	403	513	AT2G38170.3
AT2G38280	E002	218.555131273784	0.000941375789932	29.2833046445814	6.25321474411531e-08	1.58686952010582e-05	20.9977993868904	24.9118203299705	0.506893829171712	2	16033727	16033741	15	-	108	177	172	303	313	287	AT2G38280.2	AT2G38280:E002	AT2G38280	E002	154.830749637278	0.0019852704592399	40.5998216341878	1.5270763421599602e-09	2.45044637390576e-07	16.0450099300189	21.9218245251637	19.7427905100006	0.913417465775443	0.606074717607174	2	16033727	16033741	15	-	101	136	186	197	129	188	AT2G38280.2
AT2G39580	E012	42.1238038126003	0.0055017739378419	16.1353918906572	5.89716499671705e-05	0.0062656867954738	8.40491951458677	11.6565426914388	0.948667402645111	2	16514760	16514774	15	+	25	26	22	72	70	47	AT2G39580.1	AT2G39580:E012	AT2G39580	E012	27.0299780043261	0.0089795873400707	15.7719978702016	0.0003759708534118	0.009098625136219	5.5252255238284	9.45068277557939	8.35890906155791	1.5521858843891	1.19684859615279	2	16514760	16514774	15	+	10	11	40	31	36	37	AT2G39580.1
AT2G39730	E003	43035.8166730254	0.0006222678785026	242.741893159843	9.92805725283858e-55	5.44376653581538e-51	160.419904952542	176.891432911998	0.61762616019457	2	16571180	16571190	11	-	23977	35434	40192	59870	59242	48403	"c(""AT2G39730.3"", ""AT2G39730.2"")"	AT2G39730:E003	AT2G39730	E003	16759.2152271246	0.0001241012258669	663.763856482297	7.33685475272769e-145	2.25103508039389e-140	128.791821023527	143.731972829153	142.286843832103	0.524064132790219	0.474092633755703	2	16571180	16571190	11	-	10130	10810	21924	20021	17371	21496	"c(""AT2G39730.3"", ""AT2G39730.2"")"
AT2G40290+AT2G40300	E018	494.651527971184	0.0009093764548178	15.6527059059668	7.61036134337978e-05	0.0076920261820217	36.1222259702291	32.8240939077819	-0.293492449837716	2	16832517	16832577	61	-	323	537	504	532	609	526	AT2G40300.1	AT2G40290+AT2G40300:E018	AT2G40290+AT2G40300	E018	147.774885877161	0.000916413765482	24.7790234867567	4.1620128465093e-06	0.0002420243760957	17.9610424408342	17.3436511290445	21.0584416486033	-0.102190692793143	0.466058735789998	2	16832517	16832577	61	-	122	140	123	112	182	233	AT2G40300.1
AT2G40290+AT2G40300	E019	473.875266506009	0.0005271939777663	25.0818276889435	5.49482539890593e-07	0.0001108543038181	35.6754205115485	31.9627504297872	-0.336113207505555	2	16832662	16832745	84	-	314	513	501	518	585	474	AT2G40300.1	AT2G40290+AT2G40300:E019	AT2G40290+AT2G40300	E019	205.30010835172	0.0026896592865655	21.5499790073037	2.09161388405875e-05	0.0009241535699824	21.30779943788	20.1654158584278	24.7525558222032	-0.161741342025	0.441575166958061	2	16832662	16832745	84	-	163	208	177	142	257	320	AT2G40300.1
AT2G40290+AT2G40300	E020	1280.31265923341	0.0019026899701303	23.425036124224	1.29877191971613e-06	0.000237381491469	56.0709793832597	50.2516514010426	-0.362264951120808	2	16832898	16833294	397	-	903	1264	1448	1494	1559	1174	AT2G40300.1	AT2G40290+AT2G40300:E020	AT2G40290+AT2G40300	E020	439.487438227924	0.0006712718569461	53.0238728128087	3.06205025484034e-12	8.44850506104384e-10	30.8115799779311	29.6511429015351	35.4467608629863	-0.114818522422294	0.422057464750834	2	16832898	16833294	397	-	349	442	347	356	545	669	AT2G40300.1
AT2G41060+AT2G41070	E003	1509.86897987495	0.0016145900796727	12.0590176410413	0.000515424455558	0.0329583992760659	58.5785544270398	55.3596238108134	-0.190289249766582	2	17127006	17128506	1501	+	1008	1415	1580	1760	1865	1630	"c(""AT2G41060.2"", ""AT2G41060.1"", ""AT2G41060.3"")"	AT2G41060+AT2G41070:E003	AT2G41060+AT2G41070	E003	808.015869531705	0.0008238551878634	45.2297377815082	1.50829826605066e-10	3.05656543991768e-08	45.769490028708	41.3406105368789	41.1373528969478	-0.315742036777557	-0.33092485740748	2	17127006	17128506	1501	+	681	737	750	738	922	1110	"c(""AT2G41060.2"", ""AT2G41060.1"", ""AT2G41060.3"")"
AT2G41100	E015	112.086624667812	0.0049549271689195	33.2691610844321	8.02451566198354e-09	2.42043986165881e-06	14.2643166021316	19.5185444766882	0.918446069751859	2	17138574	17138673	100	+	89	150	126	94	120	98	AT2G41100.2	AT2G41100:E015	AT2G41100	E015	123.579269993709	0.0011737476838584	29.2265057570157	4.50344550891997e-07	3.7424461632794e-05	19.2589882014054	14.720428531229	17.1873340046749	-0.784367498229371	-0.332749336660608	2	17138574	17138673	100	+	158	174	95	95	91	131	AT2G41100.2
AT2G41430	E003	113.700401090615	0.0018630717931679	11.4022809653007	0.0007335398447584	0.0425565614103684	15.7681272019867	18.1614800334515	0.413952147873925	2	17269403	17269490	88	+	78	134	127	120	129	107	"c(""AT2G41430.5"", ""AT2G41430.4"", ""AT2G41430.1"")"	AT2G41430:E003	AT2G41430	E003	161.523398540857	0.0010890947517967	27.8391547718087	9.01165072403416e-07	6.71404688621854e-05	22.0454811016424	17.4281433438324	19.4641673794113	-0.688688956107735	-0.365531311521298	2	17269403	17269490	88	+	184	195	124	140	152	181	"c(""AT2G41430.5"", ""AT2G41430.4"", ""AT2G41430.1"")"
AT2G41430	E005	356.209190116224	0.0019894651277185	42.2091677538582	8.201464297312319e-11	3.38486777840419e-08	26.7037794346961	32.5220546069195	0.594941376823117	2	17269510	17269719	210	+	234	365	399	367	437	381	AT2G41430.4	AT2G41430:E005	AT2G41430	E005	272.102093529375	0.0016210710237579	22.937821855045	1.04499754637523e-05	0.0005249145173517	28.1063939459248	23.38609327694	24.6264218229554	-0.544547759240946	-0.391989922211091	2	17269510	17269719	210	+	284	340	240	240	241	297	AT2G41430.4
AT2G41600	E009	33.3309404813203	0.0149687178048624	23.3020064876533	1.38455490925421e-06	0.0002513900283262	11.0882864523361	6.8711877216364	-1.38661555483018	2	17345988	17345992	5	-	35	51	48	29	10	23	"c(""AT2G41600.6"", ""AT2G41600.1"", ""AT2G41600.4"")"	AT2G41600:E009	AT2G41600	E009	30.8311627653934	0.0041433351505325	11.7210329801798	0.0028497714238098	0.0410704325388705	10.2279895069908	7.40429273253375	8.11008775713091	-0.93506966242644	-0.671722302237124	2	17345988	17345992	5	-	40	43	24	21	24	34	"c(""AT2G41600.6"", ""AT2G41600.1"", ""AT2G41600.4"")"
AT2G41640+AT2G41650	E005	449.090960081985	0.0007723493968108	21.0426407998994	4.49174730693571e-06	0.0007168585904717	31.4176252706417	33.8249363026017	0.224941784727841	2	17361178	17362318	1141	+	280	341	419	640	576	515	"c(""AT2G41640.3"", ""AT2G41640.1"", ""AT2G41640.2"")"	AT2G41640+AT2G41650:E005	AT2G41640+AT2G41650	E005	615.345163695136	0.0023858909344271	109.183790048411	1.95452502049828e-24	2.17272366155478e-21	30.1665276289793	41.8731391927625	38.6974859714706	0.994655661781145	0.752403843635811	2	17361178	17362318	1141	+	336	356	782	805	669	789	"c(""AT2G41640.3"", ""AT2G41640.1"", ""AT2G41640.2"")"
AT2G41640+AT2G41650	E007	231.508079912356	0.0016520823839577	824.407583541718	2.66386173169724e-181	4.0898269166747695e-176	33.538855825961	10.0298724917995	-3.5611379207154	2	17362645	17362890	246	+	284	428	486	55	45	44	AT2G41650.1	AT2G41640+AT2G41650:E007	AT2G41640+AT2G41650	E007	120.800294917099	0.005440471171492	217.795070012482	5.08629393084051e-48	2.2293371621557702e-44	25.5952331768553	12.4226765215456	9.31892018428641	-2.11481324478737	-2.94821455240454	2	17362645	17362890	246	+	242	251	76	55	38	42	AT2G41650.1
AT2G41640+AT2G41650	E008	679.070364955985	0.0057694882019989	747.802123473704	1.20586861512011e-164	9.25685042396956e-160	54.865119765538	16.2064905531486	-3.72587318205593	2	17362891	17363788	898	+	908	1307	1298	159	120	101	"c(""AT2G41640.2"", ""AT2G41650.1"")"	AT2G41640+AT2G41650:E008	AT2G41640+AT2G41650	E008	535.365456632741	0.0024498401303456	782.576879591034	1.16302691205491e-170	4.46038266176741e-166	52.3878263586758	24.573946707454	19.6729222760892	-2.30698772414651	-2.96137937268644	2	17362891	17363788	898	+	1021	1227	276	246	151	211	"c(""AT2G41640.2"", ""AT2G41650.1"")"
AT2G41640+AT2G41650	E009	1074.50135051134	0.0008515590542542	176.836542036007	2.3777420131657298e-40	6.88782511851576e-37	43.9164471679134	52.5666256832808	0.581261820811298	2	17363789	17363951	163	+	561	695	879	1561	1477	1500	AT2G41650.1	AT2G41640+AT2G41650:E009	AT2G41640+AT2G41650	E009	614.281824685976	0.0021189773180304	24.6286114415337	4.48709203022721e-06	0.0002578078052393	35.0160208180837	36.5322625851197	40.950549733731	0.128553658321215	0.477638941893808	2	17363789	17363951	163	+	435	510	587	601	638	1025	AT2G41650.1
AT2G41640+AT2G41650	E010	2131.23054125514	0.0010702727220143	374.972200467178	1.5474305924726598e-83	1.9798084905193998e-79	58.935060528712	70.3561796042737	0.619626843834121	2	17364033	17364518	486	+	1115	1331	1710	3208	2970	2915	AT2G41650.1	AT2G41640+AT2G41650:E010	AT2G41640+AT2G41650	E010	2436.63734191577	0.0009941458227529	128.047412919698	1.56623733967017e-28	2.5835505949402303e-25	65.666722598442	69.6735192501603	73.7868044358129	0.201311100637703	0.39977232732093	2	17364033	17364518	486	+	1848	1901	2395	2568	2574	3662	AT2G41650.1
AT2G41705	E012	67.8377520282182	0.0025542984319718	12.2542696368924	0.0004641948038712	0.0306822019369704	11.8993316049134	14.3828930610058	0.551945429789725	2	17399692	17399910	219	+	46	70	65	89	80	66	"c(""AT2G41705.3"", ""AT2G41705.4"", ""AT2G41705.2"", ""AT2G41705.1"")"	AT2G41705:E012	AT2G41705	E012	204.399192112152	0.0038175200906008	11.4240155058854	0.003306028189194	0.0455223552994797	21.5050459049252	23.2106017050753	19.3110746645817	0.224632682523287	-0.315681294955964	2	17399692	17399910	219	+	278	310	168	183	140	129	"c(""AT2G41705.3"", ""AT2G41705.4"", ""AT2G41705.2"", ""AT2G41705.1"")"
AT2G41720	E003	114.519971828225	0.0138906621790941	15.9883866341853	6.37322396084911e-05	0.0066790517044994	13.7883679101597	18.8408277369583	0.913433134583384	2	17403809	17403904	96	-	48	82	54	208	194	136	"c(""AT2G41720.2"", ""AT2G41720.3"")"	AT2G41720:E003	AT2G41720	E003	159.358929600314	0.0041574591201117	22.5888530639704	1.2442076890382e-05	0.0006067035115848	16.5848288494109	21.8191490570955	19.3616368641759	0.803110784575685	0.452460470813347	2	17403809	17403904	96	-	115	93	186	224	172	168	"c(""AT2G41720.2"", ""AT2G41720.3"")"
AT2G41760	E001	499.241099178806	0.0027067860345542	17.5271529970107	2.83233700069424e-05	0.0034484432967215	32.2964479052917	36.3034726294783	0.358293682680086	2	17421689	17422931	1243	+	295	419	423	695	666	587	AT2G41760.1	AT2G41760:E001	AT2G41760	E001	563.315600374375	0.0044765179755421	14.3247591648726	0.0007752076861084	0.0157972250657748	32.9453004545389	36.6423540571098	38.2382537745058	0.321688968285796	0.451566875611499	2	17421689	17422931	1243	+	396	464	557	543	670	827	AT2G41760.1
AT2G41840+AT2G41835	E001	316.76291098578	0.0012962407192458	111.518640554303	4.55502243637879e-26	6.5358186416564e-23	32.0891840824759	23.7187858946431	-0.907654030088207	2	17457699	17458760	1062	-	264	372	441	269	309	257	AT2G41835.1	AT2G41840+AT2G41835:E001	AT2G41840+AT2G41835	E001	144.226053918979	0.0011607287935249	30.6491539803052	2.21116308700961e-07	2.02995622098023e-05	21.182120644903	17.0429780802901	17.055844233967	-0.636508648489624	-0.634305778108404	2	17457699	17458760	1062	-	187	183	113	122	127	131	AT2G41835.1
AT2G41880	E020	23.6877846825793	0.0075395217106543	17.9053943843243	2.32162130094853e-05	0.0029192343843949	6.22921960914186	9.37823909141872	1.18429949787893	2	17476900	17476914	15	+	12	22	17	28	37	31	"c(""AT2G41880.8"", ""AT2G41880.6"")"	AT2G41880:E020	AT2G41880	E020	12.365392816039	0.0315780882051436	17.9963504401317	0.0001236352054122	0.0038200165803558	3.09710988175573	6.91360159517347	6.44331430479349	2.31925006488136	2.11561607241339	2	17476900	17476914	15	+	1	9	16	16	16	18	"c(""AT2G41880.8"", ""AT2G41880.6"")"
AT2G42220	E006	2937.17050997604	0.0007041943463547	14.181982675113	0.0001659519834579	0.0142021226423063	72.8408699114101	76.3738577290322	0.174898199675809	2	17593241	17593500	260	+	2383	3493	3663	2861	2962	2408	AT2G42220.1	AT2G42220:E006	AT2G42220	E006	2510.78695036598	0.0008818865562812	25.7650494436427	2.54208811582814e-06	0.000159955524814	72.9692344675282	72.2820327776938	66.9676108243265	-0.032871981836939	-0.294640994074646	2	17593241	17593500	260	+	2170	2454	2657	2668	2396	2810	AT2G42220.1
AT2G43010	E011	97.9341052550125	0.0020190009547307	15.346238612708	8.9498931523714e-05	0.0088293145232509	15.8299046781691	12.9072335159342	-0.595375148660322	2	17888578	17888715	138	+	115	155	161	53	50	38	AT2G43010.4	AT2G43010:E011	AT2G43010	E011	41.8991786073694	0.009785679696424	19.951267547764	4.65197421139225e-05	0.0017646902964214	12.556983089265	7.36219170642042	9.46570964545438	-1.54657492265959	-0.81936785151689	2	17888578	17888715	138	+	21	39	23	23	71	89	AT2G43010.4
AT2G43200+AT2G43190+AT2G43210	E020	512.041544730671	0.0016699379606429	36.9706686648474	1.19919720094782e-09	4.10050659825208e-07	37.1310643928324	31.7617646387308	-0.478697574427017	2	17958227	17958898	672	+	428	715	743	396	437	365	"c(""AT2G43200.2"", ""AT2G43200.1"")"	AT2G43200+AT2G43190+AT2G43210:E020	AT2G43200+AT2G43190+AT2G43210	E020	137.223402199194	0.000968066698236	27.5485376996351	1.04210396012349e-06	7.59093067933071e-05	15.5488515874699	18.7140469590456	19.8376706428595	0.540915888498058	0.711668396521783	2	17958227	17958898	672	+	95	90	141	151	159	206	"c(""AT2G43200.2"", ""AT2G43200.1"")"
AT2G43200+AT2G43190+AT2G43210	E021	114.477161215833	0.0024597415718203	17.1909738213363	3.38038693442135e-05	0.0039830453264904	18.2127167057619	14.9616358445725	-0.575606835975424	2	17959015	17959225	211	+	107	174	146	87	89	79	"c(""AT2G43200.2"", ""AT2G43200.1"")"	AT2G43200+AT2G43190+AT2G43210:E021	AT2G43200+AT2G43190+AT2G43210	E021	85.6369187534686	0.002090585525351	12.7205802600562	0.0017288650434224	0.0286608089929685	12.8500985510323	15.9764083678029	13.9182297772305	0.633556947008374	0.232052179693455	2	17959015	17959225	211	+	59	67	107	105	84	94	"c(""AT2G43200.2"", ""AT2G43200.1"")"
AT2G43200+AT2G43190+AT2G43210	E022	176.045923808318	0.0050546872088017	14.0830934265089	0.0001749089010672	0.0148025983475162	22.4705846530058	18.6108485854335	-0.555898365917667	2	17959337	17959634	298	+	151	282	225	135	138	124	"c(""AT2G43200.2"", ""AT2G43200.1"")"	AT2G43200+AT2G43190+AT2G43210:E022	AT2G43200+AT2G43190+AT2G43210	E022	129.785864190539	0.0012631268364618	15.9196910996407	0.0003492070483862	0.008587761536509	15.7522629930762	19.2430470268948	17.678580706657	0.584639508291374	0.336621545970567	2	17959337	17959634	298	+	85	105	144	165	124	165	"c(""AT2G43200.2"", ""AT2G43200.1"")"
AT2G43490	E016	25.7811254359066	0.010654177079993	11.5507456786214	0.0006772209036195	0.040093949783074	9.24825352985613	6.53460038225734	-1.00544760962903	2	18058045	18058056	12	-	24	40	39	12	25	14	"c(""AT2G43490.5"", ""AT2G43490.1"", ""AT2G43490.2"", ""AT2G43490.4"", ""AT2G43490.7"", ""AT2G43490.3"")"	AT2G43490:E016	AT2G43490	E016	27.288735267858	0.0109871560410858	13.1092329400765	0.0014235287282394	0.0247959405114448	9.74122323573604	6.24314534392119	7.65279813091141	-1.28690816872821	-0.698341420632977	2	18058045	18058056	12	-	43	39	18	9	25	31	"c(""AT2G43490.5"", ""AT2G43490.1"", ""AT2G43490.2"", ""AT2G43490.4"", ""AT2G43490.7"", ""AT2G43490.3"")"
